match_id,radiant_win
6946804781,True
6946831126,True
6946866675,True
6946901254,True
6946963144,True
6946999141,False
6947055162,False
6947109699,True
6947166291,False
6947173900,False
6947237459,True
6947699518,False
6947793080,True
6947885612,True
6947952638,False
6947973505,True
6948030779,True
6948105554,False
6948166308,True
6948219195,False
6948267108,False
6948315830,False
6948346706,False
6948542037,True
6948551622,False
6948557325,True
6948564342,False
6948590806,True
6948600829,True
6948604530,False
6948609119,False
6948632476,True
6948646175,False
6948653802,False
6948681218,True
6948688197,True
6948694945,False
6948708312,True
6948713127,True
6948747065,True
6948751126,False
6948753786,False
6948781826,True
6948796042,False
6948811800,True
6948837809,True
6948856377,False
6948886111,False
6948910259,False
6948929681,False
6948945185,True
6948959725,True
6948978133,True
6948994623,False
6949012511,False
6949025892,True
6949056912,False
6949083768,False
6949088121,False
6949102774,False
6949150993,True
6949221165,False
6949279807,False
6949308254,False
6949443289,False
6949453066,True
6949551974,False
6949554607,False
6949603337,False
6949636415,False
6949644772,False
6949648894,False
6949715671,False
6949716181,True
6949728252,True
6949737803,False
6949818738,False
6949823064,True
6949831703,True
6949832025,False
6949878920,True
6949893593,False
6949901649,False
6949965621,False
6949976697,True
6949979305,False
6950029088,False
6950054087,False
6950078202,True
6950314702,False
6950321682,False
6950322878,True
6950323385,False
6950355958,False
6950356852,False
6950359864,True
6950369931,True
6950388266,True
6950390191,False
6950401200,True
6950402182,True
6950416370,False
6950418865,False
6950427600,False
6950443267,False
6950454116,False
6950456438,False
6950463660,False
6950509994,False
6950511137,True
6950516618,False
6950521058,False
6950559013,True
6950575431,True
6950575751,False
6950585095,True
6950592252,False
6950595545,False
6950630117,False
6950640347,True
6950659128,False
6950665645,False
6950698078,True
6950706227,True
6950712919,True
6950746578,False
6950807333,False
6950858588,True
6950937128,False
6950951434,False
6951039207,False
6951059436,False
6951141658,False
6951163139,False
6951228742,True
6951246862,True
6951252913,True
6951303878,False
6951309761,True
6951342224,False
6951359453,True
6951401205,False
6951415400,False
6951420746,False
6951431390,True
6951471270,True
6951491413,False
6951493921,False
6951567576,False
6951577283,False
6951589669,False
6951648506,False
6951652566,False
6951703744,False
6951706997,False
6951750834,True
6951968541,False
6951974320,False
6951976810,True
6952011838,True
6952019447,False
6952025797,False
6952047723,True
6952060287,True
6952063945,False
6952069915,False
6952082978,False
6952104974,True
6952105477,False
6952115321,False
6952132802,True
6952148372,True
6952170135,True
6952171394,True
6952173431,False
6952189425,True
6952194483,True
6952227514,True
6952228703,True
6952235933,True
6952242387,False
6952249769,True
6952282611,False
6952294179,False
6952304309,True
6952349839,False
6952363511,False
6952364957,False
6952415680,False
6952442920,False
6952528420,False
6952540930,True
6952650906,False
6952660097,False
6952760390,True
6952855537,True
6952880972,False
6952936792,False
6952958122,True
6952971947,True
6953009143,False
6953056679,False
6953070862,True
6953127711,True
6953162816,True
6953203385,False
6953263856,True
6953304712,True
6953334902,False
6953378662,False
6953549694,True
6953593685,False
6953617612,True
6953619353,False
6953622577,False
6953647827,False
6953658672,True
6953665714,True
6953674895,False
6953695598,True
6953698871,False
6953704067,True
6953706291,False
6953718964,True
6953730758,False
6953739618,False
6953756721,False
6953759278,True
6953764303,False
6953774137,False
6953791169,True
6953798365,False
6953825332,False
6953827482,False
6953844523,True
6953857134,True
6953885536,False
6953895005,True
6953895119,True
6953935375,True
6953935998,False
6953948975,False
6953958406,True
6953988109,False
6953992135,True
6954010533,True
6954010806,False
6954044154,True
6954061250,False
6954090237,True
6954137829,False
6954180921,True
6954214053,True
6954243511,True
6954330657,False
6954355925,True
6954366014,False
6954453761,False
6954466361,False
6954501627,True
6954526815,False
6954552166,True
6954579074,True
6954587344,False
6954608331,False
6954627745,True
6954677235,False
6954678017,False
6954686414,True
6954706498,False
6954719167,False
6954742892,True
6954768860,True
6954783062,True
6954806940,True
6954815989,False
6954853907,False
6954855313,True
6954855522,False
6954911712,False
6954939942,True
6954991018,True
6954996397,True
6955040396,True
6955085445,False
6955228647,False
6955275165,True
6955276972,True
6955277833,False
6955280882,True
6955314187,False
6955318702,True
6955323723,True
6955341952,True
6955357207,False
6955357675,True
6955370439,True
6955373273,True
6955375041,True
6955386346,True
6955388271,True
6955395249,True
6955395605,False
6955395932,False
6955397331,True
6955429476,False
6955433228,False
6955433687,False
6955435004,True
6955446192,False
6955483731,True
6955484166,True
6955492628,False
6955494386,True
6955494896,True
6955500421,False
6955527511,True
6955535580,True
6955542612,False
6955560203,False
6955562316,True
6955568531,False
6955578347,True
6955596648,True
6955615125,False
6955623568,False
6955632267,True
6955678980,False
6955683993,False
6955696838,True
6955700084,True
6955726950,False
6955762519,False
6955835143,False
6955846389,False
6955858193,True
6955963226,True
6955978920,True
6956088564,True
6956225675,True
6956341334,False
6956356104,True
6956455467,False
6956458535,False
6956551708,False
6956558972,True
6956621615,False
6956677789,True
6956718369,True
6956757572,False
6956791152,False
6957082116,False
6957086020,True
6957129855,False
6957171160,True
6957181535,True
6957188953,True
6957209030,True
6957209507,False
6957245887,True
6957248127,False
6957259310,False
6957267693,True
6957291529,True
6957316002,True
6957355481,False
6957365639,False
6957375828,True
6957393580,False
6957435073,False
6957446817,False
6957452508,False
6957453642,True
6957490517,False
6957520178,True
6957535983,False
6957536786,False
6957562699,False
6957613260,True
6957617760,False
6957628209,True
6957665552,True
6957724389,True
6957750767,False
6957754148,True
6957794955,True
6957849483,False
6957891008,True
6957976152,True
6957992933,True
6958066126,False
6958177757,False
6958177916,False
6958224537,True
6958264872,True
6958324107,True
6958340550,False
6958409622,False
6958482085,False
6958507740,False
6958568434,False
6958616296,False
6958664034,True
6958736426,True
6958744648,True
6958761585,True
6958799010,False
6958826788,False
6958853408,False
6959074418,False
6959119422,False
6959120813,False
6959164840,True
6959167062,True
6959190692,False
6959204117,True
6959213623,False
6959249727,False
6959250898,False
6959267752,True
6959268393,False
6959341976,False
6959358941,True
6959380707,False
6959426199,False
6959443309,True
6959444872,False
6959469067,False
6959492789,True
6959516445,False
6959581641,True
6959652319,False
6959658811,True
6959660518,False
6959664204,True
6959694755,True
6959714012,False
6959754818,True
6959760744,False
6959779609,True
6959785166,True
6959793038,True
6959793909,True
6959801245,False
6959818087,True
6959862753,True
6959903608,True
6959917431,True
6959934723,False
6959965417,True
6960058135,False
6960070404,False
6960089475,False
6960093401,True
6960158159,False
6960199008,True
6960224919,True
6960248774,False
6960321772,True
6960326537,False
6960402900,True
6960424448,False
6960477166,False
6960512767,True
6960526507,True
6960541116,False
6960546745,False
6960567434,True
6960593446,False
6960628572,True
6960644901,False
6960655110,False
6960655867,True
6960679255,True
6960711437,False
6960731148,False
6960746997,True
6960780784,True
6960787389,False
6960790110,True
6960797635,False
6960798174,False
6960864641,False
6960872260,False
6960898604,True
6960901776,True
6960922820,False
6961090773,True
6961103367,False
6961106959,True
6961128165,True
6961132372,False
6961138828,True
6961141347,True
6961160299,False
6961169446,False
6961179349,True
6961186116,False
6961188942,True
6961208136,True
6961211013,False
6961220379,False
6961251330,False
6961252724,True
6961292486,True
6961295383,False
6961298144,False
6961350166,False
6961351548,True
6961360846,True
6961385088,True
6961409994,True
6961410493,True
6961445886,False
6961464300,True
6961467453,True
6961477373,True
6961496259,True
6961524663,True
6961528276,False
6961533720,False
6961551286,True
6961583728,False
6961606251,True
6961659964,False
6961708078,False
6961712070,False
6961787820,True
6961819287,True
6961846695,False
6961947997,False
6961964100,True
6962019281,False
6962045938,False
6962104357,False
6962113118,False
6962122918,False
6962140030,True
6962208522,False
6962213540,True
6962229787,True
6962242489,False
6962270377,False
6962325857,False
6962372739,False
6962390747,True
6962404886,False
6962415847,False
6962461559,False
6962478158,True
6962494854,False
6962523559,False
6962551667,False
6962560229,True
6962605180,False
6962676451,True
6962711872,True
6962712363,False
6962759331,True
6962759938,False
6962760427,False
6962762693,False
6962797829,False
6962800854,False
6962801807,True
6962812762,False
6962832325,False
6962837648,False
6962842465,False
6962842619,False
6962861210,False
6962874431,True
6962876375,True
6962888053,True
6962888324,True
6962937990,True
6962938512,False
6962945169,True
6962950172,False
6962997301,False
6963005315,False
6963009314,False
6963022954,True
6963050112,True
6963060440,False
6963090600,False
6963094476,False
6963111246,True
6963148453,True
6963150952,False
6963151968,False
6963156009,False
6963185296,False
6963195177,True
6963201284,True
6963202786,False
6963213218,True
6963234067,False
6963246852,True
6963255269,True
6963263751,True
6963349498,False
6963357532,True
6963387949,False
6963452748,True
6963471379,False
6963473846,True
6963579585,False
6963584606,True
6963627455,False
6963692488,True
6963696590,True
6963758548,False
6963780209,False
6963787240,True
6963798358,True
6963822341,False
6963839653,False
6963878198,True
6963887264,True
6963894123,True
6963897381,True
6963935873,True
6963975447,True
6964007995,False
6964031481,False
6964035466,True
6964039887,True
6964041115,False
6964099537,True
6964110901,True
6964112100,False
6964127779,True
6964134263,True
6964161971,False
6964190740,False
6964214258,False
6964237571,False
6964261858,False
6964268186,False
6964287204,False
6964397206,True
6964419184,True
6964431043,False
6964448382,True
6964465122,False
6964465573,False
6964471295,False
6964494222,True
6964501284,True
6964503980,False
6964520064,False
6964536365,True
6964541738,False
6964549862,False
6964557454,True
6964564180,False
6964578775,True
6964603386,False
6964620736,True
6964626565,False
6964644913,False
6964657169,True
6964671082,False
6964679682,False
6964688198,False
6964694599,True
6964698900,False
6964721972,True
6964723856,True
6964742079,False
6964776142,True
6964803023,False
6964808094,True
6964821832,False
6964845340,True
6964924812,True
6964948218,False
6964998598,True
6965010016,True
6965083060,True
6965132777,False
6965145211,False
6965220555,False
6965223855,False
6965253910,False
6965317063,True
6965325056,True
6965349307,True
6965403649,False
6965418043,True
6965428392,False
6965432664,True
6965470071,True
6965505370,False
6965506324,False
6965510118,True
6965520249,True
6965520640,True
6965533117,False
6965560187,False
6965575920,True
6965649289,False
6965668663,False
6965685867,False
6965716781,True
6965753391,True
6965769462,False
6965783361,True
6965800521,True
6965804337,False
6965826181,False
6965837021,False
6965849499,True
6965879865,True
6965887389,False
6965954305,True
6965996789,False
6966048671,True
6966056838,True
6966090546,True
6966105032,True
6966127555,True
6966129264,True
6966141598,False
6966142438,True
6966165468,False
6966172803,True
6966182146,True
6966183605,True
6966225372,True
6966231679,True
6966231758,False
6966232065,False
6966279554,False
6966279825,False
6966280535,False
6966295067,True
6966316462,False
6966323685,True
6966334008,False
6966348118,True
6966353071,True
6966363309,False
6966369291,False
6966369463,False
6966394638,True
6966414037,True
6966418508,False
6966430722,False
6966432310,False
6966434208,False
6966458975,True
6966468114,False
6966486556,False
6966511997,True
6966520534,True
6966521919,False
6966583923,False
6966586514,True
6966707287,False
6966741956,True
6966841008,True
6966855340,True
6966963282,True
6966993831,False
6967042251,False
6967053185,False
6967075527,True
6967111648,False
6967128385,True
6967142754,False
6967171022,True
6967188927,True
6967197803,False
6967271467,False
6967280542,False
6967286655,True
6967303852,True
6967375581,False
6967377750,True
6967381347,False
6967394079,False
6967422440,True
6967427503,True
6967443041,False
6967474130,False
6967492182,False
6967520024,False
6967536241,False
6967549283,True
6967565346,False
6967620330,False
6967657040,False
6967659729,True
6967688534,True
6967690672,False
6967694776,True
6967695391,False
6967729592,False
6967731151,False
6967743240,False
6967747296,False
6967748531,False
6967779038,True
6967779184,False
6967781275,False
6967788030,True
6967791572,True
6967819170,False
6967833837,True
6967835063,False
6967835831,False
6967841412,False
6967854292,True
6967867355,False
6967880859,True
6967898174,False
6967904736,True
6967908892,True
6967909173,False
6967911849,False
6967931676,False
6967949743,False
6967956963,False
6967962016,False
6967964107,False
6967971071,False
6967975694,False
6967998722,False
6968004842,False
6968010444,False
6968042915,True
6968051264,True
6968062911,True
6968078527,False
6968121550,True
6968178994,True
6968203011,True
6968236333,True
6968238902,True
6968276416,False
6968301842,False
6968375550,False
6968375624,False
6968397072,False
6968402213,True
6968497348,False
6968500490,False
6968504405,True
6968552739,True
6968555465,True
6968579327,True
6968583244,False
6968588048,False
6968661530,True
6968676063,False
6968694131,False
6968699185,False
6968783173,False
6968825100,True
6968834611,True
6968836962,True
6968891854,False
6968909203,False
6968925914,False
6968982249,True
6969012421,False
6969022848,True
6969056627,True
6969065949,True
6969132947,False
6969185335,True
6969187418,False
6969233008,False
6969234998,True
6969237602,False
6969245749,False
6969268257,True
6969290471,False
6969308502,True
6969311927,True
6969342443,False
6969358388,False
6969360354,True
6969405009,False
6969418970,False
6969426702,True
6969455233,False
6969482481,True
6969494444,True
6969513326,True
6969548839,True
